level	model	genus	n_reads	read_acc	n_training_species_in_genus	mean_max_ani
L2_far	nt_v9	Succinatimonas	5000	0.0586	3	
L2_far	nt_v9	Succiniclasticum	10000	0.0481	4	
L2_far	nt_v9	Sutterella	10000	0.6829	28	
L2_far	nt_v9	Treponema	10000	0.0358	4	
L2_far	nt_v9	Veillonella	5000	0.4142	22	
L2_far	nt_v9	Weissella	9996	0.01610644257703081	1	
L2_far	nt_v9	Xylanibacter	5000	0.0	2	
L2_far	kraken2	Acinetobacter	9996	0.07863145258103241	4	
L2_far	kraken2	Actinomyces	10000	0.0904	18	
L2_far	kraken2	Akkermansia	5000	0.0188	4	
L2_far	kraken2	Anaerococcus	10000	0.0826	9	
L2_far	kraken2	Anaeromassilibacillus	5000	0.033	3	
L2_far	kraken2	Anaerostipes	5000	0.0072	1	
L2_far	kraken2	Anaerotignum	10000	0.0058	1	
L2_far	kraken2	Anaerotruncus	5000	0.0156	4	
L2_far	kraken2	Atopobium	9996	0.003601440576230492	3	
L2_far	kraken2	Azospirillum	10000	0.0008	6	
L2_far	kraken2	Bifidobacterium	9996	0.11594637855142056	14	
L2_far	kraken2	Blastococcus	10000	0.1453	1	
L2_far	kraken2	Blautia	5000	0.0214	46	
L2_far	kraken2	Brachyspira	10000	0.0155	1	
L2_far	kraken2	Brevibacterium	10000	0.0141	1	
L2_far	kraken2	Butyricicoccus	5000	0.0516	7	
L2_far	kraken2	Butyrivibrio	10000	0.0013	3	
L2_far	kraken2	Campylobacter	9996	0.04341736694677871	5	
L2_far	kraken2	Cellulomonas	10000	0.0789	1	
L2_far	kraken2	Cloacibacillus	10000	0.0322	2	
L2_far	kraken2	Clostridium	10000	0.0781	191	
L2_far	kraken2	Collinsella	5000	0.0164	349	
L2_far	kraken2	Coprobacillus	10000	0.0208	1	
L2_far	kraken2	Corynebacterium	10000	0.0451	9	
L2_far	kraken2	Cryptobacterium	5000	0.0014	2	
L2_far	kraken2	Desulfovibrio	9996	0.05062024809923969	18	
L2_far	kraken2	Dysgonomonas	10000	0.0237	4	
L2_far	kraken2	Eggerthella	5000	0.084	20	
L2_far	kraken2	Enterococcus	10000	0.066	9	
L2_far	kraken2	Eubacterium	9996	0.004001600640256103	29	
L2_far	kraken2	Exiguobacterium	10000	0.1101	2	
L2_far	kraken2	Flavobacterium	10000	0.0067	1	
L2_far	kraken2	Garciella	5000	0.0608	1	
L2_far	kraken2	Gemella	10000	0.0271	1	
L2_far	kraken2	Gemmiger	10000	0.0073	1	
L2_far	kraken2	Granulicatella	5000	0.039	3	
L2_far	kraken2	Halomonas	10000	0.0199	1	
L2_far	kraken2	Helicobacter	9996	0.03791516606642657	9	
L2_far	kraken2	Lachnobacterium	5000	0.0058	13	
L2_far	kraken2	Lachnoclostridium	10000	0.0002	1	
L2_far	kraken2	Lactobacillus	9999	0.0997099709970997	25	
L2_far	kraken2	Leuconostoc	10000	0.069	3	
L2_far	kraken2	Listeria	10000	0.018	1	
L2_far	kraken2	Megamonas	5000	0.2018	3	
L2_far	kraken2	Megasphaera	5000	0.0204	13	
L2_far	kraken2	Neisseria	9996	0.05152060824329732	1	
L2_far	kraken2	Nesterenkonia	10000	0.0217	1	
L2_far	kraken2	Olsenella	10000	0.0813	9	
L2_far	kraken2	Oribacterium	10000	0.0033	1	
L2_far	kraken2	Oscillibacter	5000	0.1096	15	
L2_far	kraken2	Oxalobacter	10000	0.0482	2	
L2_far	kraken2	Paenibacillus	10000	0.0078	2	
L2_far	kraken2	Pantoea	10000	0.0972	4	
L2_far	kraken2	Parabacteroides	10000	0.0619	16	
L2_far	kraken2	Pediococcus	9996	0.015106042416966788	1	
L2_far	kraken2	Pelosinus	10000	0.0027	2	
L2_far	kraken2	Peptoniphilus	10000	0.0502	9	
L2_far	kraken2	Peptostreptococcus	9999	0.0125012501250125	1	
L2_far	kraken2	Phascolarctobacterium	10000	0.1886	16	
L2_far	kraken2	Phyllobacterium	10000	0.0518	1	
L2_far	kraken2	Porphyromonas	9996	0.00430172068827531	12	
L2_far	kraken2	Prevotella	10000	0.0547	91	
L2_far	kraken2	Propionibacterium	10000	0.009	2	
L2_far	kraken2	Propionimicrobium	10000	0.0068	1	
L2_far	kraken2	Providencia	10000	0.167	5	
L2_far	kraken2	Pseudobutyrivibrio	10000	0.0035	2	
L2_far	kraken2	Pseudomonas	9996	0.09173669467787114	4	
L2_far	kraken2	Roseburia	9999	0.043604360436043606	15	
L2_far	kraken2	Rothia	9996	0.01610644257703081	1	
L2_far	kraken2	Ruminococcus	9996	0.037815126050420166	64	
L2_far	kraken2	Selenomonas	9996	0.026010404161664665	5	
L2_far	kraken2	Slackia	10000	0.0262	6	
L2_far	kraken2	Sneathia	5000	0.1098	1	
L2_far	kraken2	Sporolactobacillus	10000	0.0045	1	
L2_far	kraken2	Staphylococcus	10000	0.0982	5	
L2_far	kraken2	Streptococcus	9996	0.058823529411764705	21	
L2_far	kraken2	Streptomyces	10000	0.0422	1	
L2_far	kraken2	Subdoligranulum	5000	0.076	3	
L2_far	kraken2	Succinatimonas	5000	0.008	3	
L2_far	kraken2	Succiniclasticum	10000	0.0268	4	
L2_far	kraken2	Sutterella	10000	0.1091	28	
L2_far	kraken2	Treponema	10000	0.0039	4	
L2_far	kraken2	Veillonella	5000	0.164	22	
L2_far	kraken2	Weissella	9996	0.02581032412965186	1	
L2_far	kraken2	Xylanibacter	5000	0.0	2	
L2_far	nb_13mer	Acinetobacter	263	0.13688212927756654	4	
L2_far	nb_13mer	Actinomyces	292	0.2602739726027397	18	
L2_far	nb_13mer	Akkermansia	124	0.016129032258064516	4	
L2_far	nb_13mer	Anaerococcus	293	0.16382252559726962	9	
L2_far	nb_13mer	Anaeromassilibacillus	126	0.015873015873015872	3	
L2_far	nb_13mer	Anaerostipes	124	0.0	1	
L2_far	nb_13mer	Anaerotignum	268	0.0	1	
L2_far	nb_13mer	Anaerotruncus	123	0.0	4	
L2_far	nb_13mer	Atopobium	256	0.046875	3	
L2_far	nb_13mer	Azospirillum	272	0.0	6	
L2_far	nb_13mer	Bifidobacterium	255	0.3411764705882353	14	
L2_far	nb_13mer	Blastococcus	282	0.0035460992907801418	1	
L2_far	nb_13mer	Blautia	142	0.323943661971831	46	
L2_far	nb_13mer	Brachyspira	277	0.0	1	
L2_far	nb_13mer	Brevibacterium	272	0.007352941176470588	1	
L2_far	nb_13mer	Butyricicoccus	125	0.152	7	
L2_far	nb_13mer	Butyrivibrio	261	0.0038314176245210726	3	
L2_far	nb_13mer	Campylobacter	283	0.2826855123674912	5	
L2_far	nb_13mer	Cellulomonas	255	0.00784313725490196	1	
L2_far	nb_13mer	Cloacibacillus	265	0.018867924528301886	2	
L2_far	nb_13mer	Clostridium	266	0.8383458646616542	191	
L2_far	nb_13mer	Collinsella	146	0.0	349	
L2_far	nb_13mer	Coprobacillus	261	0.0	1	
L2_far	nb_13mer	Corynebacterium	266	0.17669172932330826	9	
L2_far	nb_13mer	Cryptobacterium	128	0.03125	2	
L2_far	nb_13mer	Desulfovibrio	287	0.4529616724738676	18	
L2_far	nb_13mer	Dysgonomonas	271	0.01107011070110701	4	
L2_far	nb_13mer	Eggerthella	128	0.1640625	20	
L2_far	nb_13mer	Enterococcus	273	0.13553113553113552	9	
L2_far	nb_13mer	Eubacterium	290	0.017241379310344827	29	
L2_far	nb_13mer	Exiguobacterium	288	0.1111111111111111	2	
L2_far	nb_13mer	Flavobacterium	233	0.0	1	
L2_far	nb_13mer	Garciella	130	0.007692307692307693	1	
L2_far	nb_13mer	Gemella	264	0.0	1	
L2_far	nb_13mer	Gemmiger	268	0.0	1	
L2_far	nb_13mer	Granulicatella	123	0.008130081300813009	3	
L2_far	nb_13mer	Halomonas	297	0.003367003367003367	1	
L2_far	nb_13mer	Helicobacter	263	0.623574144486692	9	
L2_far	nb_13mer	Lachnobacterium	131	0.0	13	
L2_far	nb_13mer	Lachnoclostridium	289	0.0	1	
L2_far	nb_13mer	Lactobacillus	260	0.35384615384615387	25	
L2_far	nb_13mer	Leuconostoc	270	0.07777777777777778	3	
L2_far	nb_13mer	Listeria	231	0.004329004329004329	1	
L2_far	nb_13mer	Megamonas	141	0.06382978723404255	3	
L2_far	nb_13mer	Megasphaera	139	0.050359712230215826	13	
L2_far	nb_13mer	Neisseria	281	0.03914590747330961	1	
L2_far	nb_13mer	Nesterenkonia	281	0.0071174377224199285	1	
L2_far	nb_13mer	Olsenella	271	0.5535055350553506	9	
L2_far	nb_13mer	Oribacterium	268	0.007462686567164179	1	
L2_far	nb_13mer	Oscillibacter	150	0.6333333333333333	15	
L2_far	nb_13mer	Oxalobacter	240	0.03333333333333333	2	
L2_far	nb_13mer	Paenibacillus	281	0.017793594306049824	2	
L2_far	nb_13mer	Pantoea	256	0.171875	4	
L2_far	nb_13mer	Parabacteroides	265	0.12452830188679245	16	
L2_far	nb_13mer	Pediococcus	247	0.016194331983805668	1	
L2_far	nb_13mer	Pelosinus	277	0.0	2	
L2_far	nb_13mer	Peptoniphilus	276	0.03985507246376811	9	
L2_far	nb_13mer	Peptostreptococcus	259	0.015444015444015444	1	
L2_far	nb_13mer	Phascolarctobacterium	255	0.403921568627451	16	
L2_far	nb_13mer	Phyllobacterium	247	0.016194331983805668	1	
L2_far	nb_13mer	Porphyromonas	285	0.03508771929824561	12	
L2_far	nb_13mer	Prevotella	267	0.31086142322097376	91	
L2_far	nb_13mer	Propionibacterium	276	0.0	2	
L2_far	nb_13mer	Propionimicrobium	274	0.0	1	
L2_far	nb_13mer	Providencia	272	0.22426470588235295	5	
L2_far	nb_13mer	Pseudobutyrivibrio	267	0.003745318352059925	2	
L2_far	nb_13mer	Pseudomonas	260	0.16153846153846155	4	
L2_far	nb_13mer	Roseburia	264	0.10227272727272728	15	
L2_far	nb_13mer	Rothia	232	0.004310344827586207	1	
L2_far	nb_13mer	Ruminococcus	267	0.250936329588015	64	
L2_far	nb_13mer	Selenomonas	261	0.07662835249042145	5	
L2_far	nb_13mer	Slackia	252	0.08333333333333333	6	
L2_far	nb_13mer	Sneathia	132	0.0	1	
L2_far	nb_13mer	Sporolactobacillus	264	0.0	1	
L2_far	nb_13mer	Staphylococcus	225	0.13333333333333333	5	
L2_far	nb_13mer	Streptococcus	246	0.23577235772357724	21	
L2_far	nb_13mer	Streptomyces	267	0.00749063670411985	1	
L2_far	nb_13mer	Subdoligranulum	146	0.02054794520547945	3	
L2_far	nb_13mer	Succinatimonas	139	0.014388489208633094	3	
L2_far	nb_13mer	Succiniclasticum	249	0.020080321285140562	4	
L2_far	nb_13mer	Sutterella	277	0.4007220216606498	28	
L2_far	nb_13mer	Treponema	251	0.0199203187250996	4	
L2_far	nb_13mer	Veillonella	126	0.31746031746031744	22	
L2_far	nb_13mer	Weissella	316	0.0031645569620253164	1	
L2_far	nb_13mer	Xylanibacter	130	0.007692307692307693	2	
L2_far	nb_6mer	Acinetobacter	263	0.13688212927756654	4	
L2_far	nb_6mer	Actinomyces	292	0.00684931506849315	18	
L2_far	nb_6mer	Akkermansia	124	0.04838709677419355	4	
L2_far	nb_6mer	Anaerococcus	293	0.17064846416382254	9	
L2_far	nb_6mer	Anaeromassilibacillus	126	0.023809523809523808	3	
L2_far	nb_6mer	Anaerostipes	124	0.008064516129032258	1	
L2_far	nb_6mer	Anaerotignum	268	0.033582089552238806	1	
L2_far	nb_6mer	Anaerotruncus	123	0.024390243902439025	4	
L2_far	nb_6mer	Atopobium	256	0.125	3	
L2_far	nb_6mer	Azospirillum	272	0.0	6	
L2_far	nb_6mer	Bifidobacterium	255	0.12156862745098039	14	
L2_far	nb_6mer	Blastococcus	282	0.46808510638297873	1	
L2_far	nb_6mer	Blautia	142	0.19014084507042253	46	
L2_far	nb_6mer	Brachyspira	277	0.07220216606498195	1	
L2_far	nb_6mer	Brevibacterium	272	0.17279411764705882	1	
L2_far	nb_6mer	Butyricicoccus	125	0.2	7	
L2_far	nb_6mer	Butyrivibrio	261	0.01532567049808429	3	
L2_far	nb_6mer	Campylobacter	283	0.3321554770318021	5	
L2_far	nb_6mer	Cellulomonas	255	0.6235294117647059	1	
L2_far	nb_6mer	Cloacibacillus	265	0.1509433962264151	2	
L2_far	nb_6mer	Clostridium	266	0.06015037593984962	191	
L2_far	nb_6mer	Collinsella	146	0.0136986301369863	349	
L2_far	nb_6mer	Coprobacillus	261	0.08812260536398467	1	
L2_far	nb_6mer	Corynebacterium	266	0.03759398496240601	9	
L2_far	nb_6mer	Cryptobacterium	128	0.0625	2	
L2_far	nb_6mer	Desulfovibrio	287	0.22996515679442509	18	
L2_far	nb_6mer	Dysgonomonas	271	0.17343173431734318	4	
L2_far	nb_6mer	Eggerthella	128	0.109375	20	
L2_far	nb_6mer	Enterococcus	273	0.17582417582417584	9	
L2_far	nb_6mer	Eubacterium	290	0.010344827586206896	29	
L2_far	nb_6mer	Exiguobacterium	288	0.3402777777777778	2	
L2_far	nb_6mer	Flavobacterium	233	0.0944206008583691	1	
L2_far	nb_6mer	Garciella	130	0.18461538461538463	1	
L2_far	nb_6mer	Gemella	264	0.125	1	
L2_far	nb_6mer	Gemmiger	268	0.04477611940298507	1	
L2_far	nb_6mer	Granulicatella	123	0.08130081300813008	3	
L2_far	nb_6mer	Halomonas	297	0.09764309764309764	1	
L2_far	nb_6mer	Helicobacter	263	0.6045627376425855	9	
L2_far	nb_6mer	Lachnobacterium	131	0.0	13	
L2_far	nb_6mer	Lachnoclostridium	289	0.0	1	
L2_far	nb_6mer	Lactobacillus	260	0.13076923076923078	25	
L2_far	nb_6mer	Leuconostoc	270	0.2111111111111111	3	
L2_far	nb_6mer	Listeria	231	0.04329004329004329	1	
L2_far	nb_6mer	Megamonas	141	0.2624113475177305	3	
L2_far	nb_6mer	Megasphaera	139	0.014388489208633094	13	
L2_far	nb_6mer	Neisseria	281	0.19572953736654805	1	
L2_far	nb_6mer	Nesterenkonia	281	0.18505338078291814	1	
L2_far	nb_6mer	Olsenella	271	0.3800738007380074	9	
L2_far	nb_6mer	Oribacterium	268	0.029850746268656716	1	
L2_far	nb_6mer	Oscillibacter	150	0.35333333333333333	15	
L2_far	nb_6mer	Oxalobacter	240	0.2916666666666667	2	
L2_far	nb_6mer	Paenibacillus	281	0.06761565836298933	2	
L2_far	nb_6mer	Pantoea	256	0.1953125	4	
L2_far	nb_6mer	Parabacteroides	265	0.07547169811320754	16	
L2_far	nb_6mer	Pediococcus	247	0.08502024291497975	1	
L2_far	nb_6mer	Pelosinus	277	0.010830324909747292	2	
L2_far	nb_6mer	Peptoniphilus	276	0.05434782608695652	9	
L2_far	nb_6mer	Peptostreptococcus	259	0.08108108108108109	1	
L2_far	nb_6mer	Phascolarctobacterium	255	0.21568627450980393	16	
L2_far	nb_6mer	Phyllobacterium	247	0.12955465587044535	1	
L2_far	nb_6mer	Porphyromonas	285	0.14385964912280702	12	
L2_far	nb_6mer	Prevotella	267	0.1947565543071161	91	
L2_far	nb_6mer	Propionibacterium	276	0.050724637681159424	2	
L2_far	nb_6mer	Propionimicrobium	274	0.08759124087591241	1	
L2_far	nb_6mer	Providencia	272	0.19117647058823528	5	
L2_far	nb_6mer	Pseudobutyrivibrio	267	0.003745318352059925	2	
L2_far	nb_6mer	Pseudomonas	260	0.26153846153846155	4	
L2_far	nb_6mer	Roseburia	264	0.041666666666666664	15	
L2_far	nb_6mer	Rothia	232	0.07327586206896551	1	
L2_far	nb_6mer	Ruminococcus	267	0.07116104868913857	64	
L2_far	nb_6mer	Selenomonas	261	0.1839080459770115	5	
L2_far	nb_6mer	Slackia	252	0.21428571428571427	6	
L2_far	nb_6mer	Sneathia	132	0.3560606060606061	1	
L2_far	nb_6mer	Sporolactobacillus	264	0.041666666666666664	1	
L2_far	nb_6mer	Staphylococcus	225	0.22666666666666666	5	
L2_far	nb_6mer	Streptococcus	246	0.23577235772357724	21	
L2_far	nb_6mer	Streptomyces	267	0.3782771535580524	1	
L2_far	nb_6mer	Subdoligranulum	146	0.00684931506849315	3	
L2_far	nb_6mer	Succinatimonas	139	0.05755395683453238	3	
L2_far	nb_6mer	Succiniclasticum	249	0.0642570281124498	4	
L2_far	nb_6mer	Sutterella	277	0.09025270758122744	28	
L2_far	nb_6mer	Treponema	251	0.05179282868525897	4	
L2_far	nb_6mer	Veillonella	126	0.12698412698412698	22	
L2_far	nb_6mer	Weissella	316	0.04113924050632911	1	
L2_far	nb_6mer	Xylanibacter	130	0.0	2	
L2_far	L29	Acinetobacter	9996	0.3115246098439376	4	
L2_far	L29	Actinomyces	10000	0.4283	18	
L2_far	L29	Akkermansia	5000	0.2314	4	
L2_far	L29	Anaerococcus	10000	0.4322	9	
L2_far	L29	Anaeromassilibacillus	5000	0.0858	3	
L2_far	L29	Anaerostipes	5000	0.0008	1	
L2_far	L29	Anaerotignum	10000	0.0094	1	
L2_far	L29	Anaerotruncus	5000	0.0084	4	
L2_far	L29	Atopobium	9996	0.09013605442176871	3	
L2_far	L29	Azospirillum	10000	0.0003	6	
L2_far	L29	Bifidobacterium	9996	0.421968787515006	14	
L2_far	L29	Blastococcus	10000	0.5095	1	
L2_far	L29	Blautia	5000	0.2176	46	
L2_far	L29	Brachyspira	10000	0.0167	1	
L2_far	L29	Brevibacterium	10000	0.0479	1	
L2_far	L29	Butyricicoccus	5000	0.3424	7	
L2_far	L29	Butyrivibrio	10000	0.0187	3	
L2_far	L29	Campylobacter	9996	0.5295118047218887	5	
L2_far	L29	Cellulomonas	10000	0.5833	1	
L2_far	L29	Cloacibacillus	10000	0.1635	2	
L2_far	L29	Clostridium	10000	0.8177	191	
L2_far	L29	Collinsella	5000	0.169	349	
L2_far	L29	Coprobacillus	10000	0.0264	1	
L2_far	L29	Corynebacterium	10000	0.2951	9	
L2_far	L29	Cryptobacterium	5000	0.0012	2	
L2_far	L29	Desulfovibrio	9996	0.38865546218487396	18	
L2_far	L29	Dysgonomonas	10000	0.1974	4	
L2_far	L29	Eggerthella	5000	0.2134	20	
L2_far	L29	Enterococcus	10000	0.3936	9	
L2_far	L29	Eubacterium	9996	0.01210484193677471	29	
L2_far	L29	Exiguobacterium	10000	0.615	2	
L2_far	L29	Flavobacterium	10000	0.0607	1	
L2_far	L29	Garciella	5000	0.0948	1	
L2_far	L29	Gemella	10000	0.0192	1	
L2_far	L29	Gemmiger	10000	0.0063	1	
L2_far	L29	Granulicatella	5000	0.1162	3	
L2_far	L29	Halomonas	10000	0.0737	1	
L2_far	L29	Helicobacter	9996	0.7001800720288115	9	
L2_far	L29	Lachnobacterium	5000	0.0036	13	
L2_far	L29	Lachnoclostridium	10000	0.0	1	
L2_far	L29	Lactobacillus	9999	0.55995599559956	25	
L2_far	L29	Leuconostoc	10000	0.2819	3	
L2_far	L29	Listeria	10000	0.0347	1	
L2_far	L29	Megamonas	5000	0.3952	3	
L2_far	L29	Megasphaera	5000	0.0662	13	
L2_far	L29	Neisseria	9996	0.3326330532212885	1	
L2_far	L29	Nesterenkonia	10000	0.1119	1	
L2_far	L29	Olsenella	10000	0.302	9	
L2_far	L29	Oribacterium	10000	0.0045	1	
L2_far	L29	Oscillibacter	5000	0.4962	15	
L2_far	L29	Oxalobacter	10000	0.2699	2	
L2_far	L29	Paenibacillus	10000	0.0988	2	
L2_far	L29	Pantoea	10000	0.2046	4	
L2_far	L29	Parabacteroides	10000	0.2281	16	
L2_far	L29	Pediococcus	9996	0.011004401760704281	1	
L2_far	L29	Pelosinus	10000	0.0116	2	
L2_far	L29	Peptoniphilus	10000	0.0884	9	
L2_far	L29	Peptostreptococcus	9999	0.045304530453045305	1	
L2_far	L29	Phascolarctobacterium	10000	0.624	16	
L2_far	L29	Phyllobacterium	10000	0.1153	1	
L2_far	L29	Porphyromonas	9996	0.13165266106442577	12	
L2_far	L29	Prevotella	10000	0.5011	91	
L2_far	L29	Propionibacterium	10000	0.0338	2	
L2_far	L29	Propionimicrobium	10000	0.031	1	
L2_far	L29	Providencia	10000	0.4373	5	
L2_far	L29	Pseudobutyrivibrio	10000	0.0021	2	
L2_far	L29	Pseudomonas	9996	0.4447779111644658	4	
L2_far	L29	Roseburia	9999	0.0928092809280928	15	
L2_far	L29	Rothia	9996	0.04141656662665066	1	
L2_far	L29	Ruminococcus	9996	0.3241296518607443	64	
L2_far	L29	Selenomonas	9996	0.18157262905162064	5	
L2_far	L29	Slackia	10000	0.1703	6	
L2_far	L29	Sneathia	5000	0.0164	1	
L2_far	L29	Sporolactobacillus	10000	0.0204	1	
L2_far	L29	Staphylococcus	10000	0.3681	5	
L2_far	L29	Streptococcus	9996	0.5347138855542217	21	
L2_far	L29	Streptomyces	10000	0.2654	1	
L2_far	L29	Subdoligranulum	5000	0.0902	3	
L2_far	L29	Succinatimonas	5000	0.0596	3	
L2_far	L29	Succiniclasticum	10000	0.0697	4	
L2_far	L29	Sutterella	10000	0.7023	28	
L2_far	L29	Treponema	10000	0.0424	4	
L2_far	L29	Veillonella	5000	0.4336	22	
L2_far	L29	Weissella	9996	0.02891156462585034	1	
L2_far	L29	Xylanibacter	5000	0.0002	2	
